"SegID","RouteNo","BeginMP","EndMP","Terrain","Lighting","MedianType","MedianWidth","NoOfLanesUp","NoOfLanesDown","LSlderWidthUp","LShlderWidthDown","RSlderWidthUp","RShlderWidthDown","SurfaceTypeUp","SurfaceTypeDown","SpeedLMT","AADT","TruckRate"
784,"005",119.44,119.45,"R","Y","J",12,3,3,0,0,0,0,"A","A",60,113681,12.00
785,"005",119.45,120.05,"R","","J",24,3,3,0,0,10,10,"A","A",60,113681,12.00
786,"005",120.05,120.39,"R","","J",34,3,3,6,6,10,10,"A","A",60,113681,12.00
787,"005",120.39,120.52,"R","Y","J",34,3,3,6,6,10,10,"A","A",60,113681,12.00
788,"005",120.52,120.93,"R","Y","J",34,3,3,6,6,10,10,"A","A",60,113681,12.00
789,"005",120.93,120.95,"R","","",36,3,3,0,0,0,0,"A","A",60,113681,12.00
790,"005",120.95,120.96,"R","","",36,3,3,0,0,0,0,"A","A",60,113681,12.00
791,"005",120.96,121.21,"R","","J",40,3,3,6,6,10,10,"A","A",60,113681,12.00
792,"005",121.21,121.28,"R","","J",36,3,3,6,6,10,10,"A","A",60,113681,12.00
793,"005",121.28,121.35,"R","","J",34,3,3,6,6,10,10,"A","A",60,113681,12.00
794,"005",121.35,121.41,"R","","J",24,3,3,0,0,10,10,"A","A",60,113681,12.00
795,"005",121.41,121.45,"R","Y","J",24,3,3,0,0,10,10,"A","A",60,113681,12.00
796,"005",121.45,121.46,"R","","J",24,3,3,0,0,10,10,"A","A",60,113681,12.00
797,"005",121.46,122.23,"R","Y","J",24,3,3,0,0,10,10,"A","A",60,113681,10.00
798,"005",122.23,122.39,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
799,"005",122.39,122.41,"R","Y","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
800,"005",122.41,122.46,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
801,"005",122.46,122.52,"R","Y","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
802,"005",122.52,122.56,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
803,"005",122.56,122.73,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
804,"005",122.73,122.74,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
805,"005",122.74,122.99,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
806,"005",122.99,123.01,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
807,"005",123.01,123.02,"R","Y","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
808,"005",123.02,123.10,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
809,"005",123.10,123.11,"R","","J",12,3,3,0,0,10,10,"A","A",60,128920,12.00
810,"005",123.11,123.33,"R","Y","J",12,3,3,0,0,10,10,"A","A",60,142463,9.00
811,"005",123.33,123.34,"R","Y","J",12,3,3,0,0,10,10,"A","A",60,142463,12.00
812,"005",123.34,123.64,"R","Y","J",12,3,3,0,0,10,10,"A","A",60,142463,12.00
813,"005",123.64,123.84,"R","","J",12,3,3,0,0,10,10,"A","A",60,142463,12.00
814,"005",123.84,123.95,"R","","J",12,3,3,0,0,10,10,"A","A",60,142463,12.00
815,"005",123.95,123.96,"R","","J",12,3,3,0,0,10,10,"A","A",60,142463,12.00
816,"005",123.96,124.00,"R","Y","J",12,4,3,0,0,10,10,"A","A",60,142463,12.00
817,"005",124.00,124.27,"R","Y","J",12,4,4,0,0,10,10,"A","A",60,154244,10.00
818,"005",124.27,124.39,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,154244,12.00
819,"005",124.39,124.70,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,154244,12.00
820,"005",124.70,124.99,"R","","J",16,4,4,0,0,10,10,"P","P",60,154244,12.00
821,"005",124.99,125.14,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,154244,12.00
822,"005",125.14,125.15,"R","","J",16,4,4,0,0,10,10,"P","P",60,154244,12.00
823,"005",125.15,125.51,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,138145,9.00
824,"005",125.51,125.66,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,138145,12.00
825,"005",125.66,125.68,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,138145,12.00
826,"005",125.68,125.70,"R","","J",16,4,4,0,0,10,10,"P","P",60,138145,12.00
827,"005",125.70,125.71,"R","","J",16,4,4,0,0,0,0,"P","P",60,138145,12.00
828,"005",125.71,125.92,"R","","J",16,4,4,0,0,10,10,"P","P",60,138145,12.00
829,"005",125.92,126.21,"R","","J",16,4,4,0,0,10,10,"P","P",60,138145,12.00
830,"005",126.21,126.26,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,138145,12.00
831,"005",126.26,126.83,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,141345,10.00
832,"005",126.83,127.19,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
833,"005",127.19,127.22,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
834,"005",127.22,127.54,"R","","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
835,"005",127.54,127.87,"R","","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
836,"005",127.87,127.98,"R","","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
837,"005",127.98,128.08,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
838,"005",128.08,128.12,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,141345,12.00
839,"005",128.12,128.14,"R","Y","J",16,4,4,0,0,0,0,"P","P",60,163058,12.00
840,"005",128.14,128.54,"R","","J",16,4,4,0,0,10,10,"P","P",60,163058,12.00
841,"005",128.54,128.64,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,163058,12.00
842,"005",128.64,128.65,"R","","J",16,4,4,0,0,10,10,"P","P",60,163058,12.00
843,"005",128.65,128.73,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,171236,12.00
844,"005",128.73,128.98,"R","","J",16,4,4,0,0,10,10,"P","P",60,171236,12.00
845,"005",128.98,129.16,"R","","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
846,"005",129.16,129.23,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
847,"005",129.23,129.42,"R","","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
848,"005",129.42,129.55,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
849,"005",129.55,129.65,"R","","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
850,"005",129.65,129.97,"R","","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
851,"005",129.97,130.06,"R","","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
852,"005",130.06,130.08,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,171236,8.00
853,"005",130.08,130.29,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,195667,12.00
854,"005",130.29,130.37,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,195667,12.00
855,"005",130.37,130.75,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,195667,12.00
856,"005",130.75,131.14,"R","","J",16,4,4,0,0,10,10,"P","P",60,195667,12.00
857,"005",131.14,131.26,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,195667,12.00
858,"005",131.26,131.28,"R","","J",16,4,4,0,0,10,10,"P","P",60,195667,12.00
859,"005",131.28,131.40,"R","Y","J",16,4,4,0,0,10,10,"P","P",60,186694,12.00
860,"005",131.40,131.41,"R","Y","J",16,4,3,0,0,10,10,"P","P",60,186694,12.00
861,"005",131.41,131.57,"R","Y","J",16,3,3,0,0,10,10,"P","P",60,186694,12.00
862,"005",131.57,131.89,"R","","J",16,3,3,0,0,10,10,"P","P",60,186694,12.00
863,"005",131.89,132.18,"R","","J",16,3,3,0,0,10,10,"P","P",60,116311,12.00
864,"005",132.18,132.32,"R","","J",16,3,4,0,0,10,10,"P","P",60,116311,12.00
865,"005",132.32,132.36,"R","","J",16,3,4,0,0,0,0,"A","P",60,116311,12.00
866,"005",132.36,132.42,"R","","J",16,3,4,0,0,10,10,"A","A",60,116311,12.00
867,"005",132.42,132.46,"R","","J",16,3,4,0,0,0,0,"A","P",60,116311,12.00
868,"005",132.46,132.47,"R","","J",16,3,4,0,0,10,10,"A","P",60,116311,12.00
869,"005",132.47,132.64,"R","","J",16,3,4,0,0,10,10,"P","P",60,116311,12.00
870,"005",132.64,132.65,"R","","J",16,3,4,0,0,10,10,"P","P",60,116311,12.00
871,"005",132.65,132.69,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,116311,12.00
872,"005",132.69,132.75,"R","","J",16,3,4,0,0,10,10,"P","P",60,116311,12.00
873,"005",132.75,132.87,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,116311,12.00
874,"005",132.87,132.90,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
875,"005",132.90,132.94,"R","","J",16,3,4,0,0,0,0,"P","P",60,208705,12.00
876,"005",132.94,133.06,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
877,"005",133.06,133.35,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
878,"005",133.35,133.37,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
879,"005",133.37,133.39,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
880,"005",133.39,133.51,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
881,"005",133.51,133.64,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
882,"005",133.64,133.76,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
883,"005",133.76,133.77,"R","","J",16,3,4,0,0,10,0,"P","P",60,208705,12.00
884,"005",133.77,133.91,"R","","",16,3,4,0,0,0,0,"P","P",60,208705,12.00
885,"005",133.91,133.92,"R","","",16,3,4,0,0,0,10,"P","P",60,208705,12.00
886,"005",133.92,134.05,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
887,"005",134.05,134.07,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
888,"005",134.07,134.17,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
889,"005",134.17,134.20,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
890,"005",134.20,134.24,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
891,"005",134.24,134.35,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,9.00
892,"005",134.35,134.61,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
893,"005",134.61,134.67,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
894,"005",134.67,134.93,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
895,"005",134.93,134.96,"R","","",16,3,4,0,0,0,0,"A","P",60,208705,12.00
896,"005",134.96,134.97,"R","Y","",16,3,4,0,0,0,0,"A","P",60,208705,12.00
897,"005",134.97,135.03,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
898,"005",135.03,135.09,"R","Y","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
899,"005",135.09,135.10,"R","","J",16,3,4,0,0,0,0,"A","A",60,208705,12.00
900,"005",135.10,135.12,"R","","J",16,3,4,0,0,0,0,"A","A",60,208705,12.00
901,"005",135.12,135.18,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
902,"005",135.18,135.23,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
903,"005",135.23,135.26,"R","","J",16,3,4,0,0,0,0,"P","P",60,208705,12.00
904,"005",135.26,135.29,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
905,"005",135.29,135.30,"R","","J",16,3,4,0,0,10,10,"P","P",60,208705,12.00
906,"005",135.30,135.32,"R","","",16,3,4,0,0,10,0,"P","P",60,208705,12.00
907,"005",135.32,135.38,"R","Y","",16,4,4,0,0,0,0,"P","P",60,208705,12.00
908,"005",135.38,135.58,"R","Y","",16,4,4,0,0,0,0,"P","P",60,208705,8.00
909,"005",135.58,135.60,"R","","G",42,4,4,0,4,0,10,"P","A",60,208705,8.00
910,"005",135.60,135.66,"R","","G",48,4,4,10,10,10,10,"A","A",60,208705,8.00
911,"005",135.66,135.75,"R","","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
912,"005",135.75,135.96,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
913,"005",135.96,136.11,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
914,"005",136.11,136.14,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
915,"005",136.14,136.15,"R","","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
916,"005",136.15,136.45,"R","","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
917,"005",136.45,136.57,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,208705,8.00
918,"005",136.57,136.69,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,179904,8.00
919,"005",136.69,136.70,"R","","",48,4,4,0,0,0,0,"A","A",60,179904,8.00
920,"005",136.70,137.13,"R","","D",48,4,4,10,10,10,10,"A","A",60,179904,8.00
921,"005",137.13,137.21,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,179904,8.00
922,"005",137.21,137.24,"R","Y","D",48,4,4,10,10,10,10,"A","A",60,179904,8.00
923,"005",137.24,137.51,"R","","D",48,4,4,10,10,10,10,"A","A",60,179904,8.00
924,"005",137.51,137.73,"R","","C",48,4,4,10,10,10,10,"A","A",60,148821,8.00
925,"005",137.73,137.75,"R","","C",48,4,4,10,10,10,10,"A","A",60,148821,8.00
926,"005",137.75,137.78,"R","","C",48,4,4,10,10,10,10,"A","A",60,148821,8.00
927,"005",137.78,137.97,"R","Y","C",48,4,4,10,10,10,10,"A","A",60,148821,8.00
928,"005",137.97,137.98,"R","Y","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
929,"005",137.98,138.23,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
930,"005",138.23,138.30,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
931,"005",138.30,138.54,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
932,"005",138.54,138.55,"R","","D",48,4,4,10,10,10,10,"A","A",60,167792,8.00
933,"005",138.55,138.82,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
934,"005",138.82,138.84,"R","","",48,4,4,0,0,0,0,"A","A",60,167792,8.00
935,"005",138.84,138.91,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
936,"005",138.91,139.03,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
937,"005",139.03,139.11,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
938,"005",139.11,139.17,"R","","G",48,4,4,10,10,10,10,"A","A",60,167792,8.00
939,"005",139.17,139.24,"R","","",48,4,4,0,0,0,0,"A","A",60,167792,8.00
940,"005",139.24,139.30,"R","","G",48,4,4,10,10,10,10,"A","A",60,167792,8.00
941,"005",139.30,139.55,"R","","C",48,4,4,10,10,10,10,"A","A",60,167792,8.00
942,"005",139.55,139.56,"R","","D",48,4,4,10,10,10,10,"A","A",60,167792,8.00
943,"005",139.56,139.57,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
944,"005",139.57,139.69,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
945,"005",139.69,139.89,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
946,"005",139.89,140.16,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
947,"005",140.16,140.22,"R","","D",48,4,4,10,10,10,10,"P","P",60,167792,8.00
948,"005",140.22,140.27,"R","Y","D",48,4,4,10,10,10,10,"P","P",60,167792,8.00
949,"005",140.27,140.33,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
950,"005",140.33,140.44,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
951,"005",140.44,141.14,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
952,"005",141.14,141.25,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
953,"005",141.25,141.46,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
954,"005",141.46,141.68,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
955,"005",141.68,141.78,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
956,"005",141.78,141.87,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
957,"005",141.87,142.04,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
958,"005",142.04,142.06,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
959,"005",142.06,142.10,"R","Y","",84,4,4,0,0,0,0,"A","A",60,167792,8.00
960,"005",142.10,142.11,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
961,"005",142.11,142.12,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
962,"005",142.12,142.27,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
963,"005",142.27,142.33,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
964,"005",142.33,142.40,"R","","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
965,"005",142.40,142.48,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,167792,8.00
966,"005",142.48,142.85,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,165971,8.00
967,"005",142.85,142.87,"R","","",84,4,4,0,0,0,0,"A","A",60,165971,8.00
968,"005",142.87,142.88,"R","","",84,4,4,0,10,0,10,"A","P",60,165971,8.00
969,"005",142.88,143.08,"R","","D",84,4,4,10,10,10,10,"P","P",60,165971,8.00
970,"005",143.08,143.51,"R","","D",84,4,4,10,10,10,10,"P","P",60,165971,8.00
971,"005",143.51,143.64,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,165971,8.00
972,"005",143.64,143.89,"R","Y","D",84,4,4,10,10,10,10,"P","P",60,165971,8.00
973,"005",143.89,144.09,"R","","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
974,"005",144.09,144.12,"R","","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
975,"005",144.12,144.24,"R","","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
976,"005",144.24,144.33,"R","","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
977,"005",144.33,144.37,"R","","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
978,"005",144.37,144.48,"R","Y","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
979,"005",144.48,144.56,"R","","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
980,"005",144.56,144.63,"R","Y","",84,4,4,10,10,10,10,"P","P",60,145271,8.00
981,"005",144.63,144.71,"R","Y","",84,4,4,10,10,10,10,"P","P",60,180257,8.00
982,"005",144.71,144.75,"R","","",84,4,4,0,0,0,0,"A","A",60,180257,8.00
983,"005",144.75,144.80,"R","","G",84,4,4,10,10,10,10,"P","P",60,180257,8.00
984,"005",144.80,144.86,"R","","G",84,4,4,10,10,10,10,"P","P",60,180257,8.00
985,"005",144.86,145.00,"R","","D",84,4,4,10,10,10,10,"P","P",60,180257,8.00
986,"005",145.00,145.65,"R","","D",84,4,4,4,10,10,10,"P","P",60,180257,8.00
987,"005",145.65,145.85,"R","","D",84,4,4,9,10,10,10,"P","P",60,180257,8.00
988,"005",145.85,145.88,"R","","",84,4,4,0,0,0,0,"P","P",60,180257,8.00
989,"005",145.88,146.06,"R","","G",84,4,4,12,10,10,10,"P","P",60,180257,8.00
990,"005",146.06,146.28,"R","","G",84,4,4,4,10,10,10,"P","P",60,180257,8.00
991,"005",146.28,146.34,"R","","D",84,4,4,4,10,10,10,"P","P",60,180257,8.00
992,"005",146.34,146.39,"R","","D",84,4,4,4,10,10,10,"P","P",60,180257,8.00
993,"005",146.39,146.45,"R","","D",84,4,4,9,10,10,10,"P","P",60,180257,8.00
994,"005",146.45,146.49,"R","","D",84,4,4,9,10,10,10,"P","P",60,180257,8.00
995,"005",146.49,146.50,"R","","D",84,4,4,9,0,10,0,"P","A",60,180257,8.00
996,"005",146.50,146.53,"R","","",84,4,4,0,0,0,0,"P","A",60,180257,8.00
997,"005",146.53,146.54,"R","","",84,4,4,0,10,0,10,"P","P",60,180257,8.00
998,"005",146.54,146.55,"R","Y","D",84,4,4,13,10,10,10,"P","P",60,180257,8.00
999,"005",146.55,146.60,"R","Y","D",84,4,4,13,10,10,10,"P","P",60,180257,8.00
1000,"005",146.60,146.78,"R","","D",84,4,4,4,10,10,10,"P","P",60,180257,8.00
1001,"005",146.78,146.81,"R","","D",84,4,4,13,10,10,10,"P","P",60,180257,8.00
1002,"005",146.81,146.85,"R","","D",84,4,4,13,10,10,10,"P","P",60,180257,8.00
1003,"005",146.85,146.87,"R","","D",84,4,4,13,10,10,10,"P","P",60,180257,8.00
1004,"005",146.87,146.90,"R","","",84,4,4,0,0,0,0,"P","P",60,168873,8.00
1005,"005",146.90,146.91,"R","","D",84,4,4,10,10,10,10,"P","P",60,168873,8.00
1006,"005",146.91,146.99,"R","","D",84,4,4,13,10,10,10,"P","P",60,168873,8.00
1007,"005",146.99,147.23,"R","","D",77,4,4,3,10,10,10,"P","P",60,168873,8.00
1008,"005",147.23,147.34,"R","Y","D",77,4,4,3,10,10,10,"P","P",60,168873,8.00
1009,"005",147.34,147.42,"R","Y","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1010,"005",147.42,147.60,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1011,"005",147.60,147.70,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1012,"005",147.70,147.73,"R","","",77,4,4,0,0,0,0,"A","A",60,192945,8.00
1013,"005",147.73,148.14,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1014,"005",148.14,148.23,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1015,"005",148.23,148.78,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1016,"005",148.78,148.85,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1017,"005",148.85,148.97,"R","Y","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1018,"005",148.97,148.98,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1019,"005",148.98,149.15,"R","Y","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1020,"005",149.15,149.16,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1021,"005",149.16,149.21,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1022,"005",149.21,149.23,"R","","D",77,4,4,3,10,10,10,"P","P",60,192945,8.00
1023,"005",149.23,149.24,"R","","",77,4,4,0,0,0,0,"P","P",60,179617,8.00
1024,"005",149.24,149.27,"R","","",77,4,4,0,0,0,0,"P","P",60,179617,8.00
1025,"005",149.27,149.28,"R","Y","",77,4,4,0,0,0,0,"P","P",60,179617,8.00
1026,"005",149.28,149.30,"R","","G",77,4,4,3,10,10,10,"P","P",60,179617,8.00
1027,"005",149.30,149.39,"R","","G",77,4,4,3,10,10,10,"P","P",60,179617,8.00
1028,"005",149.39,149.46,"R","Y","G",77,4,4,3,10,10,10,"P","P",60,179617,8.00
1029,"005",149.46,149.48,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1030,"005",149.48,149.54,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1031,"005",149.54,149.59,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1032,"005",149.59,149.62,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1033,"005",149.62,149.72,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1034,"005",149.72,149.74,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1035,"005",149.74,149.82,"R","Y","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1036,"005",149.82,149.89,"R","","G",38,4,4,3,3,10,10,"P","P",60,179617,8.00
1037,"005",149.89,150.15,"R","Y","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1038,"005",150.15,150.21,"R","","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1039,"005",150.21,150.22,"R","","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1040,"005",150.22,150.39,"R","","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1041,"005",150.39,150.95,"R","","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1042,"005",150.95,150.96,"R","","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1043,"005",150.96,150.99,"R","Y","G",38,4,4,3,3,10,10,"P","P",60,205799,8.00
1044,"005",150.99,151.10,"R","","G",45,4,4,3,3,10,10,"P","P",60,205799,8.00
1045,"005",151.10,151.14,"R","Y","G",45,4,4,3,3,10,10,"P","P",60,205799,8.00
1046,"005",151.14,151.23,"R","","G",45,4,4,3,3,10,10,"P","P",60,205799,8.00
1047,"005",151.23,151.24,"R","","G",45,4,4,3,3,10,10,"P","P",60,205799,8.00
1048,"005",151.24,151.29,"R","","G",45,4,4,3,3,10,10,"P","P",60,197061,8.00
1049,"005",151.29,151.31,"R","","G",45,4,4,3,3,10,10,"P","P",60,197061,8.00
1050,"005",151.31,151.53,"R","Y","G",45,4,4,3,3,10,10,"P","P",60,197061,8.00
1051,"005",151.53,151.54,"R","","G",45,4,4,3,3,10,10,"P","P",60,197061,8.00
1052,"005",151.54,151.56,"R","","G",113,4,4,3,3,10,10,"P","P",60,197061,8.00
1053,"005",151.56,151.60,"R","Y","G",113,4,4,3,3,10,10,"P","P",60,206807,8.00
1054,"005",151.60,152.02,"R","","G",113,4,4,3,3,10,10,"P","P",60,206807,8.00
1055,"005",152.02,152.09,"R","Y","G",113,4,4,3,3,10,10,"P","P",60,206807,8.00
1056,"005",152.09,152.11,"R","Y","G",113,4,4,3,3,10,10,"P","P",60,206807,8.00
1057,"005",152.11,152.20,"R","","G",113,4,4,3,3,10,10,"P","P",60,206807,8.00
1058,"005",152.20,152.32,"R","","G",113,4,4,3,3,10,10,"P","P",60,206807,8.00
1059,"005",152.32,152.35,"R","","",113,4,4,0,0,0,0,"P","P",60,206807,8.00
1060,"005",152.35,152.45,"R","","G",65,4,4,3,3,10,10,"P","P",60,206807,8.00
1061,"005",152.45,152.46,"R","","G",65,4,4,3,3,10,10,"P","P",60,188968,8.00
1062,"005",152.46,152.55,"R","","G",65,4,4,3,3,10,10,"P","P",60,188968,8.00
1063,"005",152.55,152.66,"R","","D",65,4,4,3,3,10,10,"P","P",60,188968,8.00
1064,"005",152.66,152.67,"R","Y","D",65,4,4,3,3,10,10,"P","P",60,188968,8.00
1065,"005",152.67,152.72,"R","","D",65,4,4,3,3,10,10,"P","P",60,188968,8.00
1066,"005",152.72,152.78,"R","","D",65,4,4,3,3,10,10,"P","P",60,188968,8.00
1067,"005",152.78,152.79,"R","Y","D",65,4,4,3,3,10,10,"P","P",60,215502,8.00
1068,"005",152.79,153.19,"R","","D",65,4,4,3,3,10,10,"P","P",60,215502,8.00
1069,"005",153.19,153.21,"R","","D",65,4,4,3,3,10,10,"P","P",60,215502,8.00
1070,"005",153.21,153.26,"R","","D",65,4,4,3,3,10,10,"P","P",60,215502,8.00
1071,"005",153.26,153.50,"R","","D",65,4,4,8,3,10,10,"P","P",60,215502,8.00
1072,"005",153.50,153.51,"R","","D",65,4,4,8,3,10,10,"P","P",60,215502,8.00
