WKT,ADCODE,ID,NAME,DIRDESC,FNAME,TNAME,LENGTH,ROADCLASS
"LINESTRING (116.481085 39.985213,116.480548 39.98473,116.479974 39.984215,116.479953 39.984146,116.479787 39.983985,116.47954 39.983776,116.479411 39.98369,116.478467 39.983228,116.47777 39.982874,116.477571 39.982719,116.47734 39.982515,116.477051 39.982263,116.476209 39.981523)",110000,1014301,花家地东路,由东向西,花家地东路北口,花家地街,580,45000
"LINESTRING (116.474202 39.985224,116.474969 39.984725,116.47579 39.984189,116.476429 39.98377,116.476536 39.983701,116.476654 39.98362,116.476793 39.983534,116.476868 39.983486,116.477051 39.983357,116.477131 39.983304,116.47777 39.982874)",110000,14304,爽秋路,由西向东,爽秋路西口,花家地东路,398,45000
"LINESTRING (116.47777 39.982874,116.477131 39.983304,116.477051 39.983357,116.476868 39.983486,116.476793 39.983534,116.476654 39.98362,116.476536 39.983701,116.476429 39.98377,116.47579 39.984189,116.474969 39.984725,116.474202 39.985224)",110000,1014304,爽秋路,由东向西,花家地东路,爽秋路西口,398,45000
"MULTILINESTRING ((116.470318 40.008704,116.470297 40.009278,116.470259 40.010233,116.470222 40.010855,116.47019 40.011472,116.470184 40.011665,116.470147 40.012169),(116.470147 40.012169,116.470147 40.012207,116.470131 40.012422,116.470115 40.012813,116.470093 40.013189,116.470098 40.01328,116.470125 40.014235))",110000,14307,利泽中一路,由南向北,利泽中一路南口,屏翠西路,588,45000
"MULTILINESTRING ((116.470125 40.014235,116.470098 40.01328,116.470093 40.013189,116.470115 40.012813,116.470131 40.012422,116.470147 40.012207,116.470147 40.012169),(116.470147 40.012169,116.470184 40.011665,116.47019 40.011472,116.470222 40.010855,116.470259 40.010233,116.470297 40.009278,116.470318 40.008704))",110000,1014307,利泽中一路,由北向南,屏翠西路,利泽中一路南口,588,45000
"LINESTRING (116.462159 39.979484,116.462283 39.979248,116.462454 39.97891,116.462561 39.978637,116.462561 39.978572,116.462497 39.97847,116.462481 39.978063,116.462486 39.977998,116.462465 39.977832,116.462417 39.97773,116.462159 39.977435,116.462079 39.977403,116.461489 39.976882)",110000,1015837,宜居西路,由北向南,,北四环东路辅路,323,45000
"LINESTRING (116.445851 39.991522,116.446339 39.991506,116.447965 39.991452,116.448512 39.991447,116.449344 39.991436,116.449435 39.99142,116.449537 39.991388,116.449644 39.991334,116.450229 39.990953,116.450352 39.990862,116.451001 39.990444,116.451334 39.990234,116.452203 39.989682,116.452299 39.989596,116.453281 39.988958,116.454912 39.987917,116.455078 39.987804,116.456752 39.986726,116.456832 39.986688,116.456945 39.986688)",110000,15843,无名道路57,由西向东,大广高速辅路,望京西路,1132,45000
"LINESTRING (116.456945 39.986742,116.4568 39.986753,116.456655 39.986807,116.455078 39.987847,116.454928 39.987944,116.454429 39.988266,116.453319 39.98899,116.452884 39.989269,116.452326 39.989623,116.452203 39.989682,116.451334 39.990234,116.451001 39.990444,116.450352 39.990862,116.450229 39.990953,116.449644 39.991334,116.449537 39.991388,116.449435 39.99142,116.449344 39.991436,116.448512 39.991447,116.447965 39.991452,116.446339 39.991506,116.445851 39.991522)",110000,1015843,无名道路57,由东向西,望京西路,S11京承高速辅路,1128,45000
"MULTILINESTRING ((116.483638 39.994043,116.483429 39.993855,116.48308 39.993217,116.482737 39.992766),(116.482399 39.992461,116.481889 39.992015,116.481208 39.991313,116.481053 39.991114),(116.479567 39.989773,116.47932 39.989634,116.478569 39.989054,116.477496 39.988067,116.477292 39.987906,116.477051 39.987713,116.47682 39.987525,116.476069 39.986967,116.475967 39.986887,116.47535 39.986442,116.474803 39.986055,116.474776 39.986039,116.474213 39.98561,116.473993 39.985422,116.473945 39.98538,116.472325 39.983915,116.470774 39.982483,116.470206 39.981973,116.469128 39.980991,116.467937 39.979903,116.467615 39.979607,116.467223 39.979248,116.466703 39.978781,116.466542 39.978647,116.466333 39.978465,116.465952 39.978138,116.465743 39.977987,116.465576 39.977869,116.465421 39.977757,116.465077 39.977456,116.463833 39.976324,116.463575 39.976099,116.463473 39.976035,116.463372 39.975997,116.46328 39.975976,116.462975 39.97597))",110000,16786,阜通东大街辅路,由北向南,,北四环东路辅路,2284,45000
"MULTILINESTRING ((116.484572 39.991345,116.484507 39.99149,116.484448 39.991527,116.484416 39.991554,116.483944 39.991871,116.483547 39.992133,116.483005 39.99245,116.483016 39.992563),(116.483016 39.992563,116.482984 39.992638,116.482925 39.992697,116.482828 39.992745,116.482737 39.992766,116.482571 39.992745,116.482013 39.99311,116.481611 39.993378,116.481407 39.993496,116.480597 39.994016),(116.476675 39.996548,116.476541 39.996709,116.476364 39.996876,116.476251 39.996945,116.475763 39.997267,116.475763 39.997358,116.475613 39.997498,116.475447 39.997573,116.475372 39.997578,116.475281 39.997557,116.474728 39.997938,116.474208 39.998227,116.474031 39.998297))",110000,16788,望京街辅路,由东向西,,,761,45000
"MULTILINESTRING ((116.474041 39.99599,116.474283 39.996103,116.474653 39.996387,116.474926 39.996623,116.475399 39.997053),(116.475763 39.997358,116.47601 39.997541,116.476219 39.997669,116.476825 39.997991,116.477051 39.998158,116.477196 39.99827))",110000,16789,阜通西大街辅路,由西向东,,,322,45000
"MULTILINESTRING ((116.47718 39.998388,116.477051 39.998367,116.476665 39.998292,116.47631 39.998136,116.476144 39.998056,116.475935 39.997927,116.475447 39.997573),(116.475098 39.997272,116.474181 39.996441,116.473929 39.996071))",110000,16790,阜通西大街辅路,由东向西,,,342,45000
"LINESTRING (116.485178 40.000336,116.485333 40.00048,116.486138 40.001221,116.486176 40.001253,116.486396 40.001446,116.487506 40.002449,116.487731 40.002669,116.489244 40.004042)",110000,16915,启阳路,由南向北,阜安路东口,望京东路,534,44000
"LINESTRING (116.490049 40.006204,116.490059 40.00562,116.490043 40.005432,116.489958 40.005083,116.489882 40.004928,116.489679 40.004643,116.489512 40.004472,116.489266 40.004246,116.489142 40.004139,116.487608 40.002728,116.487415 40.002551,116.48735 40.002497,116.48697 40.002149,116.486186 40.001435,116.485972 40.001253,116.485934 40.001221,116.485044 40.000421)",110000,16916,启阳路,由北向南,溪阳东路,阜安路东口,765,44000
"MULTILINESTRING ((116.467615 40.011606,116.467583 40.012207,116.467577 40.012352,116.46755 40.013076,116.467497 40.014235),(116.467491 40.014315,116.467475 40.014879,116.467416 40.015855,116.467411 40.015951,116.467357 40.017357,116.46732 40.018296,116.467271 40.019261,116.467266 40.019411,116.467218 40.020339,116.467094 40.020522))",110000,20709,广顺北大街辅路,由南向北,广顺南大街口,广顺北大街北口,923,45000
"MULTILINESTRING ((116.460233 40.01151,116.459756 40.011901,116.459375 40.012207,116.459069 40.012454,116.459021 40.012497,116.458533 40.01291,116.458189 40.013205,116.458302 40.013328,116.458597 40.013559,116.45886 40.013725,116.459107 40.013854,116.459413 40.013983,116.459675 40.014074,116.459987 40.014154,116.460239 40.014197,116.460652 40.014246,116.460909 40.014256,116.462443 40.014246,116.462755 40.014278,116.464922 40.014262,116.467014 40.014262),(116.470125 40.014235,116.47042 40.01424,116.470951 40.01424,116.471536 40.01424,116.472217 40.014235),(116.472217 40.014235,116.472856 40.014235,116.475994 40.014208,116.476686 40.014213,116.477008 40.014213,116.477051 40.014213,116.477925 40.014197))",110000,20711,屏翠西路,由西向东,望京北路,广泽路北口,1679,45000
"MULTILINESTRING ((116.477925 40.014197,116.477051 40.014213,116.477008 40.014213,116.476686 40.014213,116.475994 40.014208,116.472856 40.014235),(116.467014 40.014262,116.464922 40.014262,116.462755 40.014278,116.462443 40.014246,116.462443 40.014187,116.462476 40.01336,116.462486 40.012953,116.462492 40.012845,116.462492 40.012566,116.462508 40.012207,116.462529 40.011622,116.46225 40.011628,116.461435 40.011617,116.461086 40.011595,116.460786 40.011553,116.460319 40.01144))",110000,20736,屏翠西路,由东向西,广泽路北口,屏翠西路,1270,45000
"MULTILINESTRING ((116.477925 40.014197,116.478226 40.014187,116.479239 40.014101,116.48013 40.013977,116.481074 40.0138,116.482345 40.01343,116.482877 40.013248,116.483874 40.012851,116.484727 40.012416,116.485108 40.012207,116.485135 40.012191,116.485205 40.012153),(116.485205 40.012153,116.485323 40.012078,116.486058 40.01159,116.486578 40.011204,116.487549 40.010346,116.487603 40.010297,116.488364 40.009498,116.488633 40.009219,116.489233 40.008656,116.489818 40.008034,116.490623 40.007202))",110000,20751,屏翠东路,由西向东,广泽路,溪阳东路,1380,45000
"LINESTRING (116.462969 40.006027,116.4657 40.006038,116.466456 40.006038,116.467357 40.006027)",110000,20753,北滨河路,由西向东,利泽西二路,广顺北大街,373,45000
"LINESTRING (116.467357 40.006027,116.466456 40.006038,116.4657 40.006038,116.462969 40.006027)",110000,20787,北滨河路,由东向西,广顺北大街,利泽西二路,373,45000
"LINESTRING (116.467239 40.008688,116.466359 40.008656,116.465265 40.008602,116.464106 40.00857,116.464042 40.008565,116.46291 40.008522,116.462798 40.008516,116.461676 40.008473,116.460641 40.00843,116.460512 40.008425,116.459987 40.008398,116.459541 40.008382,116.459187 40.008366,116.45842 40.008329,116.458291 40.008329)",110000,25341,利泽西街,由东向西,广顺北大街,望京西路北口,751,44000
"MULTILINESTRING ((116.478322 40.011595,116.478301 40.012207,116.478279 40.012808,116.478269 40.013039,116.478252 40.013425,116.478226 40.014187),(116.478108 40.016043,116.478113 40.016429,116.478081 40.017282,116.478049 40.017437,116.477995 40.017593,116.477914 40.017748))",110000,27285,广泽路辅路,由南向北,望京北路口,,477,45000
"MULTILINESTRING ((116.477662 40.017582,116.477737 40.017405,116.477775 40.017244,116.477802 40.016997,116.477829 40.016295,116.477823 40.016059),(116.477925 40.014197,116.478006 40.012207,116.478032 40.011595))",110000,27286,广泽路辅路,由北向南,,望京北路口,459,45000
"LINESTRING (116.453753 40.000856,116.453876 40.001001,116.454113 40.001221,116.454198 40.001296,116.454461 40.001478,116.454805 40.001671,116.455078 40.001805,116.455159 40.001843,116.455593 40.002063,116.455765 40.002149,116.45776 40.003141,116.45797 40.003211,116.459949 40.004214,116.46063 40.004541,116.461059 40.004686,116.461397 40.004772,116.461633 40.004809,116.462374 40.004863,116.462916 40.004879,116.463066 40.004885,116.464198 40.004901,116.465228 40.004895,116.466424 40.004906,116.4674 40.004928)",110000,32367,河荫西路,由西向东,,河荫中路西口,1264,44000
"LINESTRING (116.467395 40.005008,116.466445 40.004992,116.465222 40.004992,116.464123 40.004987,116.462958 40.004965,116.461784 40.004922,116.461462 40.004869,116.461108 40.004783,116.460807 40.004686,116.46055 40.004584,116.459906 40.004278,116.45797 40.003275,116.45776 40.003141,116.455765 40.002149,116.455593 40.002063,116.455159 40.001843,116.455078 40.001805,116.454805 40.001671,116.454461 40.001478,116.454198 40.001296,116.454113 40.001221,116.453876 40.001001,116.453753 40.000856)",110000,32368,河荫西路,由东向西,广顺北大街,,1278,44000
"MULTILINESTRING ((116.481074 40.0138,116.481042 40.013816,116.480135 40.013993,116.479239 40.014117),(116.479239 40.014117,116.478226 40.014213,116.477925 40.014197))",110000,32385,屏翠东路,由东向西,北五环出口,广泽路,272,45000
"LINESTRING (116.482635 40.005598,116.482689 40.004498,116.4827 40.004423,116.482732 40.003946,116.482742 40.003839,116.482748 40.00379,116.482753 40.003447,116.482759 40.003189,116.482748 40.003039,116.482614 40.002685,116.482474 40.002433,116.482013 40.001811)",110000,32400,宏泰东二路,由北向南,溪阳东路,宏泰东二路南口,421,45000
"MULTILINESTRING ((116.486546 39.999375,116.487635 40.000094,116.487694 40.000132,116.488568 40.000706),(116.489142 40.001081,116.489351 40.001221,116.489389 40.001248,116.489523 40.001344,116.490172 40.001789,116.490821 40.002213))",110000,32402,远安北二路,由西向东,宏泰东街,,414,45000
"LINESTRING (116.482013 40.001811,116.482474 40.002433,116.482614 40.002685,116.482748 40.003039,116.482759 40.003189,116.482753 40.003447,116.482748 40.00379,116.482742 40.003839,116.482732 40.003946,116.4827 40.004423,116.482689 40.004498,116.482635 40.005598)",110000,32403,宏泰东二路,由南向北,宏泰东二路南口,溪阳东路,421,45000
"LINESTRING (116.490821 40.002213,116.490172 40.001789,116.489523 40.001344,116.489389 40.001248,116.489351 40.001221,116.489142 40.001081,116.488568 40.000706,116.487694 40.000132,116.487635 40.000094,116.486546 39.999375)",110000,32404,远安北二路,由东向西,远安北二路北口,宏泰东街,478,45000
"LINESTRING (116.482179 39.997836,116.48183 39.998018,116.481214 39.998286,116.481181 39.998302,116.480843 39.99841,116.480463 39.998512,116.480103 39.998592,116.479728 39.998646,116.479202 39.998689,116.478987 39.998699,116.478682 39.998683,116.478478 39.998657,116.477995 39.998587,116.477652 39.998517,116.47718 39.998388,116.477051 39.998335,116.476632 39.998163,116.476337 39.998024,116.476021 39.997841,116.475736 39.997648,116.475404 39.99738,116.475329 39.997321,116.474551 39.996623,116.473929 39.996071,116.473703 39.995872,116.473467 39.995663,116.472539 39.994837,116.472378 39.994698,116.472357 39.994681,116.472057 39.994403,116.471059 39.993491,116.470705 39.993174,116.47049 39.992959,116.470356 39.992831)",110000,32406,阜通西大街,由东向西,阜通东大街,广顺南大街口,1259,44000
"LINESTRING (116.45753 39.992782,116.458313 39.992841,116.458544 39.992858,116.458844 39.99289,116.459751 39.993013,116.460636 39.993115,116.460732 39.993131,116.461344 39.993217,116.462744 39.993394)",110000,32408,湖光南街,由西向东,望京西路,南湖南路,448,45000
"LINESTRING (116.462744 39.993394,116.461344 39.993217,116.460732 39.993131,116.460636 39.993115,116.459751 39.993013,116.458844 39.99289,116.458544 39.992858,116.458313 39.992841,116.45753 39.992782)",110000,32409,湖光南街,由东向西,南湖南路,望京西路,448,45000
"LINESTRING (116.493541 39.99812,116.493391 39.99783,116.493278 39.997246,116.49309 39.996774,116.492854 39.996259,116.492613 39.995921,116.492516 39.995792,116.49205 39.995314,116.491706 39.994993,116.490596 39.993973,116.490328 39.993694,116.49014 39.99341,116.489963 39.993222,116.489244 39.99253)",110000,32415,望京东路,由北向南,,宏泰东街南口,729,45000
"LINESTRING (116.484963 40.000346,116.483499 39.999053,116.482227 39.997879)",110000,32416,阜安路,由北向南,阜安路东口,阜通西大街,359,44000
"LINESTRING (116.486396 40.001446,116.486599 40.001371,116.487023 40.001253,116.487136 40.001221,116.487586 40.001087,116.488568 40.000706,116.489051 40.000352,116.489373 40.000035,116.490178 39.998839,116.490204 39.998775,116.490456 39.998104,116.490537 39.997589,116.490553 39.997337,116.49043 39.99658,116.490242 39.995765)",110000,32418,望通路,由北向南,启阳路,远安南二路,789,45000
"LINESTRING (116.488439 39.996935,116.489314 39.997181,116.489727 39.997283,116.489915 39.997315,116.490183 39.997342,116.490553 39.997337,116.49154 39.997294,116.492275 39.997283,116.493278 39.997246)",110000,32419,远安南一路,由西向东,宏泰东街,远安南一路东口,418,45000
"LINESTRING (116.482399 39.997761,116.483633 39.998935,116.48367 39.998968,116.483821 39.999107,116.483971 39.999247,116.485092 40.000266)",110000,32420,阜安路,由南向北,阜通东大街,阜安路东口,355,44000
"LINESTRING (116.490242 39.995765,116.49043 39.99658,116.490553 39.997337,116.490537 39.997589,116.490456 39.998104,116.490204 39.998775,116.490178 39.998839,116.489373 40.000035,116.489051 40.000352,116.488568 40.000706,116.487586 40.001087,116.487136 40.001221,116.487023 40.001253,116.486599 40.001371,116.486396 40.001446)",110000,32421,望通路,由南向北,远安南二路,启阳路,789,45000
"LINESTRING (116.493031 39.999815,116.491755 39.999402,116.491047 39.999155,116.490178 39.998839,116.488289 39.998227,116.487839 39.99805)",110000,32422,远安路,由东向西,远安路北口,宏泰东街,484,44000
"LINESTRING (116.487892 39.997965,116.488938 39.998345,116.490204 39.998775,116.491063 39.999091,116.491899 39.999365,116.493069 39.999729)",110000,32423,远安路,由西向东,远安路路口,远安路北口,481,44000
"LINESTRING (116.453013 39.996167,116.451865 39.995953,116.451275 39.995846,116.450481 39.995652,116.449993 39.995513,116.449826 39.995459,116.449075 39.995234,116.448947 39.995196,116.448791 39.995159)",110000,38164,湖光中街,由东向西,南湖西园南路,,374,45000
"LINESTRING (116.462443 40.014288,116.460636 40.014283,116.460029 40.014192,116.459767 40.014127,116.459391 40.014009,116.459032 40.013849,116.458828 40.013741,116.458603 40.013596,116.458388 40.013435,116.458163 40.013232,116.458136 40.013199,116.458699 40.012733,116.459048 40.012438,116.459327 40.012207,116.460185 40.011494)",110000,38172,屏翠西路,由北向南,利泽西二路北口,望京北路,657,45000
"LINESTRING (116.491578 40.001441,116.491272 40.001242,116.491234 40.001221,116.4908 40.000952,116.490322 40.000647,116.489373 40.000035,116.488477 39.999515,116.488418 39.999483,116.488064 39.999268,116.487426 39.998887,116.487243 39.998769)",110000,38199,远安北一路,由东向西,,宏泰东街,471,45000
"LINESTRING (116.487243 39.998769,116.487426 39.998887,116.488064 39.999268,116.488418 39.999483,116.488477 39.999515,116.489373 40.000035,116.490322 40.000647,116.4908 40.000952,116.491234 40.001221,116.491272 40.001242,116.491578 40.001441)",110000,38203,远安北一路,由西向东,宏泰东街,,471,45000
"MULTILINESTRING ((116.473939 39.998233,116.47402 39.998077,116.475093 39.997353,116.475098 39.997272,116.475189 39.997165,116.475399 39.997053,116.475549 39.997074,116.476101 39.996725,116.476391 39.996532,116.476665 39.99643),(116.481047 39.993539,116.481219 39.99333,116.481584 39.993078,116.481788 39.992954,116.482399 39.992584,116.482388 39.99252,116.482399 39.992461,116.482442 39.992391,116.482506 39.992337,116.482592 39.9923,116.482705 39.992284,116.482807 39.992294,116.483338 39.99193,116.483778 39.991634,116.484212 39.991366,116.484529 39.991259))",110000,38204,望京街辅路,由西向东,,,715,45000
"LINESTRING (116.473526 39.990315,116.473644 39.990234,116.475061 39.98929,116.475522 39.988974,116.476348 39.9884,116.476938 39.988019,116.477051 39.987981,116.477292 39.987906,116.477582 39.987713,116.477684 39.987579,116.478698 39.986866,116.479148 39.986538,116.479191 39.986506,116.479325 39.986404,116.479454 39.986313,116.47954 39.986254,116.479915 39.986002,116.480414 39.98568,116.481085 39.985213,116.481187 39.985149,116.482244 39.984452,116.482388 39.984387,116.482587 39.984334)",110000,38205,广顺南大街辅路,由西向东,望花路北口,京密路,973,45000
"MULTILINESTRING ((116.481358 39.985498,116.47991 39.986501,116.479245 39.986962,116.478944 39.987166,116.478682 39.987354,116.478601 39.987407,116.477931 39.987831,116.47777 39.987879),(116.475956 39.989145,116.475543 39.989462,116.475452 39.989526,116.474363 39.990234,116.473768 39.990615,116.472716 39.991313,116.47262 39.991377,116.471477 39.992144,116.470935 39.992493,116.470458 39.992772))",110000,38206,广顺南大街辅路,由东向西,花家地东路北口,广顺南大街口,997,45000
"LINESTRING (116.493278 39.997246,116.492275 39.997283,116.49154 39.997294,116.490553 39.997337,116.490183 39.997342,116.489915 39.997315,116.489727 39.997283,116.489314 39.997181,116.488439 39.996935)",110000,38212,远安南一路,由东向西,望京东路,宏泰东街,418,45000
"LINESTRING (116.488772 39.995754,116.489469 39.995787,116.490242 39.995765,116.49088 39.99547,116.491706 39.994993)",110000,38213,远安南二路,由西向东,阜安东路东口,望京东路,276,45000
"LINESTRING (116.493069 39.999729,116.493321 39.999171,116.493423 39.99841,116.493391 39.99783)",110000,38214,望京东路,由北向南,远安路北口,,215,45000
"LINESTRING (116.491706 39.994993,116.49088 39.99547,116.490242 39.995765,116.489469 39.995787,116.488772 39.995754)",110000,38216,远安南二路,由东向西,望京东路,阜安东路东口,276,45000
"LINESTRING (116.461558 39.976839,116.462122 39.977354,116.462159 39.977435,116.462417 39.97773,116.462465 39.977832,116.462486 39.977998,116.462481 39.978063,116.462497 39.97847,116.462561 39.978572,116.462561 39.978637,116.462454 39.97891,116.462283 39.979248,116.462159 39.979484)",110000,38518,宜居西路,由南向北,北四环东路辅路,,323,45000
